Genome A	Genes in A	Genome B	Genes in B	# orthologous genes	Mean AAI	Std AAI	Orthologous fraction (OF)
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002006815.1_ASM200681v1_genomic_prodigal_proteins	1973	969	53.73	12.80	49.11
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210755.1_ASM321075v1_genomic_prodigal_proteins	2871	916	53.14	12.83	31.91
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_900474245.1_UW179B_genomic_prodigal_proteins	2743	1055	53.43	12.74	38.46
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210345.1_ASM321034v1_genomic_prodigal_proteins	1256	409	51.96	12.30	32.56
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002760345.1_ASM276034v1_genomic_prodigal_proteins	2731	1233	56.58	12.25	45.15
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210975.1_ASM321097v1_genomic_prodigal_proteins	627	255	52.81	13.55	40.67
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002690325.1_ASM269032v1_genomic_prodigal_proteins	2554	965	52.47	12.56	37.78
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_000161795.2_ASM16179v2_genomic_prodigal_proteins	2407	1022	53.78	12.80	42.46
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_004211895.1_ASM421189v1_genomic_prodigal_proteins	954	434	53.44	13.22	45.49
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210735.1_ASM321073v1_genomic_prodigal_proteins	2337	762	52.59	12.66	32.61
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003712085.1_ASM371208v1_genomic_prodigal_proteins	2745	1073	53.48	12.82	39.09
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003212155.1_ASM321215v1_genomic_prodigal_proteins	262	57	54.64	15.16	21.76
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_001040845.1_ASM104084v1_genomic_prodigal_proteins	2917	1063	53.24	12.80	36.44
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002018015.1_ASM201801v1_genomic_prodigal_proteins	1578	699	54.27	12.48	44.30
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003211255.1_ASM321125v1_genomic_prodigal_proteins	1850	590	52.18	12.74	31.89
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002721235.1_ASM272123v1_genomic_prodigal_proteins	3119	2724	98.07	4.91	87.34
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_001039265.1_ASM103926v1_genomic_prodigal_proteins	2832	799	55.44	12.87	28.21
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003283135.1_ASM328313v1_genomic_prodigal_proteins	459	94	52.28	14.14	20.48
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003209215.1_ASM320921v1_genomic_prodigal_proteins	1679	541	53.85	13.00	32.22
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002737305.1_ASM273730v1_genomic_prodigal_proteins	1951	847	54.83	12.81	43.41
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003209035.1_ASM320903v1_genomic_prodigal_proteins	1803	573	52.63	12.90	31.78
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003331795.1_ASM333179v1_genomic_prodigal_proteins	1948	885	53.61	12.99	45.43
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002017955.1_ASM201795v1_genomic_prodigal_proteins	512	199	53.62	12.58	38.87
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_900474295.1_UW140_genomic_prodigal_proteins	2925	1064	53.41	12.89	36.38
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003211565.1_ASM321156v1_genomic_prodigal_proteins	1489	477	53.25	13.09	32.03
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003283215.1_ASM328321v1_genomic_prodigal_proteins	239	33	54.55	14.12	13.81
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003211235.1_ASM321123v1_genomic_prodigal_proteins	1698	580	53.09	12.64	34.16
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003283165.1_ASM328316v1_genomic_prodigal_proteins	217	57	51.36	12.04	26.27
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210995.1_ASM321099v1_genomic_prodigal_proteins	2385	735	53.79	13.11	30.82
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002167425.2_ASM216742v2_genomic_prodigal_proteins	2822	892	52.98	12.44	31.61
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002171075.2_ASM217107v2_genomic_prodigal_proteins	1919	804	52.66	12.54	41.90
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003213755.1_ASM321375v1_genomic_prodigal_proteins	1050	374	53.82	13.29	35.62
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003209155.1_ASM320915v1_genomic_prodigal_proteins	2305	786	53.30	12.83	34.10
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003211515.1_ASM321151v1_genomic_prodigal_proteins	2451	699	52.49	12.72	28.52
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210935.1_ASM321093v1_genomic_prodigal_proteins	1868	700	53.70	13.05	37.47
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210555.1_ASM321055v1_genomic_prodigal_proteins	1847	579	53.23	12.69	31.35
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_000155595.1_ASM15559v1_genomic_prodigal_proteins	5270	1691	59.01	12.95	51.26
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_001007665.1_ASM100766v1_genomic_prodigal_proteins	2356	919	53.36	12.28	39.01
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic_prodigal_proteins	3317	2736	97.41	6.35	82.93
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003526105.1_ASM352610v1_genomic_prodigal_proteins	1581	566	54.24	12.60	35.80
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_000195975.1_ASM19597v1_genomic_prodigal_proteins	2719	1066	53.46	12.85	39.21
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003209165.1_ASM320916v1_genomic_prodigal_proteins	2711	904	53.58	12.76	33.35
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002693285.1_ASM269328v1_genomic_prodigal_proteins	2440	916	52.94	12.82	37.54
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_001631935.1_ASM163193v1_genomic_prodigal_proteins	3526	1037	53.42	12.83	31.43
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002151525.1_ASM215152v1_genomic_prodigal_proteins	1628	768	53.90	12.71	47.17
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_000153065.1_ASM15306v1_genomic_prodigal_proteins	2704	1074	53.69	12.78	39.72
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_001693295.1_ASM169329v1_genomic_prodigal_proteins	3183	2744	97.73	5.77	86.21
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003209005.1_ASM320900v1_genomic_prodigal_proteins	2548	859	52.91	12.64	33.71
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002017915.1_ASM201791v1_genomic_prodigal_proteins	623	269	54.96	13.45	43.18
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_900047545.1_m9_genomic_prodigal_proteins	1575	700	53.27	12.43	44.44
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_001632105.1_ASM163210v1_genomic_prodigal_proteins	3521	1040	53.41	12.84	31.52
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_004212765.1_ASM421276v1_genomic_prodigal_proteins	1162	539	53.25	12.73	46.39
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002685515.1_ASM268551v1_genomic_prodigal_proteins	1286	553	52.18	12.51	43.00
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003209135.1_ASM320913v1_genomic_prodigal_proteins	1719	557	52.13	12.39	32.40
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210335.1_ASM321033v1_genomic_prodigal_proteins	942	191	52.63	13.68	20.28
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_000515235.1_ASM51523v1_genomic_prodigal_proteins	2873	1053	53.41	12.81	36.65
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003523965.1_ASM352396v1_genomic_prodigal_proteins	1735	611	54.74	12.30	35.22
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_002684175.1_ASM268417v1_genomic_prodigal_proteins	1819	620	52.02	12.17	34.08
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_900473965.1_UW179A_genomic_prodigal_proteins	3383	1051	53.40	12.92	31.86
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003209555.1_ASM320955v1_genomic_prodigal_proteins	908	252	54.03	13.31	27.75
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210495.1_ASM321049v1_genomic_prodigal_proteins	1134	330	52.11	13.12	29.10
GCA_000715475.1_ASM71547v1_genomic_prodigal_proteins	3299	GCA_003210475.1_ASM321047v1_genomic_prodigal_proteins	1514	532	52.96	12.77	35.14
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210315.1_ASM321031v1_genomic_prodigal_proteins	1815	545	52.87	12.06	30.03
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002724845.1_ASM272484v1_genomic_prodigal_proteins	1589	668	52.60	11.64	42.04
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003211035.1_ASM321103v1_genomic_prodigal_proteins	530	160	51.83	11.35	30.19
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001521855.1_ASM152185v1_genomic_prodigal_proteins	3144	1244	56.57	12.32	46.75
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000737535.1_ASM73753v1_genomic_prodigal_proteins	3013	917	53.04	11.98	34.46
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000586015.1_SynSpo.0_genomic_prodigal_proteins	1907	664	53.58	11.93	34.82
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003149585.1_ASM314958v1_genomic_prodigal_proteins	2600	966	53.70	11.77	37.15
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000013225.1_ASM1322v1_genomic_prodigal_proteins	2844	2229	87.51	8.23	83.77
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000332275.1_ASM33227v1_genomic_prodigal_proteins	4564	1465	60.62	12.51	55.05
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002252675.1_ASM225267v1_genomic_prodigal_proteins	3295	989	53.55	12.08	37.17
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000737575.1_ASM73757v1_genomic_prodigal_proteins	2662	914	53.37	11.95	34.35
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003331245.1_ASM333124v1_genomic_prodigal_proteins	2021	744	52.99	11.36	36.81
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001007625.1_ASM100762v1_genomic_prodigal_proteins	2478	747	53.31	11.63	30.15
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001007635.1_ASM100763v1_genomic_prodigal_proteins	2333	769	53.06	11.63	32.96
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000179255.1_ASM17925v1_genomic_prodigal_proteins	2729	944	53.52	11.76	35.48
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001885215.1_ASM188521v1_genomic_prodigal_proteins	2897	967	53.66	11.82	36.34
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000153045.1_ASM15304v1_genomic_prodigal_proteins	3242	991	53.58	11.97	37.24
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002018045.1_ASM201804v1_genomic_prodigal_proteins	1559	659	53.88	11.55	42.27
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000012505.1_ASM1250v1_genomic_prodigal_proteins	2461	895	52.83	11.92	36.37
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210375.1_ASM321037v1_genomic_prodigal_proteins	2155	658	52.37	12.00	30.53
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_004332415.1_ASM433241v1_genomic_prodigal_proteins	2408	928	53.19	11.95	38.54
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_900474045.1_N19_genomic_prodigal_proteins	2484	902	53.12	11.78	36.31
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001628325.1_ASM162832v1_genomic_prodigal_proteins	2129	818	52.97	11.54	38.42
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002760415.1_ASM276041v1_genomic_prodigal_proteins	2670	2451	99.31	2.93	92.11
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002754935.1_ASM275493v1_genomic_prodigal_proteins	2664	1203	58.36	12.56	45.21
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002171685.2_ASM217168v2_genomic_prodigal_proteins	811	372	53.35	11.53	45.87
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000737595.1_ASM73759v1_genomic_prodigal_proteins	2774	916	53.23	11.92	34.42
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003331785.1_ASM333178v1_genomic_prodigal_proteins	2125	843	52.86	11.72	39.67
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000153285.1_ASM15328v1_genomic_prodigal_proteins	2746	926	52.93	12.22	34.80
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210705.1_ASM321070v1_genomic_prodigal_proteins	2244	634	52.67	11.86	28.25
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000019485.1_ASM1948v1_genomic_prodigal_proteins	3233	1250	56.44	12.40	46.97
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003283055.1_ASM328305v1_genomic_prodigal_proteins	482	31	50.67	13.33	6.43
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000010065.1_ASM1006v1_genomic_prodigal_proteins	2691	1198	57.58	12.03	45.02
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000316685.1_ASM31668v1_genomic_prodigal_proteins	3706	1266	57.60	12.31	47.58
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000063525.1_ASM6352v1_genomic_prodigal_proteins	2540	938	53.64	11.98	36.93
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002760395.1_ASM276039v1_genomic_prodigal_proteins	2661	2478	99.90	0.81	93.12
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003208755.1_ASM320875v1_genomic_prodigal_proteins	690	187	53.51	12.07	27.10
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002171995.1_ASM217199v1_genomic_prodigal_proteins	1978	537	51.82	11.83	27.15
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_900474085.1_UW86_genomic_prodigal_proteins	2403	900	53.27	11.89	37.45
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002172175.1_ASM217217v1_genomic_prodigal_proteins	1846	596	51.92	11.61	32.29
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003208835.1_ASM320883v1_genomic_prodigal_proteins	2208	674	52.68	11.85	30.53
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000485815.1_ASM48581v1_genomic_prodigal_proteins	3083	1201	56.69	12.24	45.13
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001182765.1_WH8103.1_genomic_prodigal_proteins	2676	916	52.91	11.97	34.42
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000179235.2_ASM17923v2_genomic_prodigal_proteins	3071	1002	53.50	12.02	37.66
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210795.1_ASM321079v1_genomic_prodigal_proteins	2239	668	52.36	11.56	29.83
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002706715.1_ASM270671v1_genomic_prodigal_proteins	1148	493	53.25	11.91	42.94
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002006815.1_ASM200681v1_genomic_prodigal_proteins	1973	862	53.01	11.90	43.69
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210755.1_ASM321075v1_genomic_prodigal_proteins	2871	787	52.37	11.92	29.58
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_900474245.1_UW179B_genomic_prodigal_proteins	2743	925	52.64	11.97	34.76
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210345.1_ASM321034v1_genomic_prodigal_proteins	1256	351	52.13	12.17	27.95
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002760345.1_ASM276034v1_genomic_prodigal_proteins	2731	2375	98.58	4.21	89.25
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210975.1_ASM321097v1_genomic_prodigal_proteins	627	229	53.42	12.15	36.52
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002690325.1_ASM269032v1_genomic_prodigal_proteins	2554	810	51.88	11.52	31.71
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000161795.2_ASM16179v2_genomic_prodigal_proteins	2407	900	53.25	11.97	37.39
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_004211895.1_ASM421189v1_genomic_prodigal_proteins	954	390	52.73	11.99	40.88
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210735.1_ASM321073v1_genomic_prodigal_proteins	2337	649	52.24	11.84	27.77
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003712085.1_ASM371208v1_genomic_prodigal_proteins	2745	917	52.85	11.87	34.46
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003212155.1_ASM321215v1_genomic_prodigal_proteins	262	52	51.93	14.14	19.85
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001040845.1_ASM104084v1_genomic_prodigal_proteins	2917	920	52.82	11.94	34.57
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002018015.1_ASM201801v1_genomic_prodigal_proteins	1578	657	53.70	11.76	41.63
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003211255.1_ASM321125v1_genomic_prodigal_proteins	1850	493	51.89	11.58	26.65
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002721235.1_ASM272123v1_genomic_prodigal_proteins	3119	1239	56.50	12.34	46.56
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001039265.1_ASM103926v1_genomic_prodigal_proteins	2832	695	55.35	12.27	26.12
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003283135.1_ASM328313v1_genomic_prodigal_proteins	459	76	52.64	12.91	16.56
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003209215.1_ASM320921v1_genomic_prodigal_proteins	1679	467	53.25	12.22	27.81
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002737305.1_ASM273730v1_genomic_prodigal_proteins	1951	758	54.29	11.73	38.85
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003209035.1_ASM320903v1_genomic_prodigal_proteins	1803	487	52.57	12.00	27.01
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003331795.1_ASM333179v1_genomic_prodigal_proteins	1948	765	53.18	12.08	39.27
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002017955.1_ASM201795v1_genomic_prodigal_proteins	512	185	52.32	11.64	36.13
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_900474295.1_UW140_genomic_prodigal_proteins	2925	923	52.88	11.91	34.69
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003211565.1_ASM321156v1_genomic_prodigal_proteins	1489	408	52.80	12.53	27.40
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003283215.1_ASM328321v1_genomic_prodigal_proteins	239	29	54.55	12.13	12.13
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003211235.1_ASM321123v1_genomic_prodigal_proteins	1698	493	52.44	12.05	29.03
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003283165.1_ASM328316v1_genomic_prodigal_proteins	217	34	51.87	11.59	15.67
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210995.1_ASM321099v1_genomic_prodigal_proteins	2385	638	53.08	12.01	26.75
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002167425.2_ASM216742v2_genomic_prodigal_proteins	2822	767	52.61	11.51	28.82
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002171075.2_ASM217107v2_genomic_prodigal_proteins	1919	667	52.24	11.39	34.76
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003213755.1_ASM321375v1_genomic_prodigal_proteins	1050	318	53.36	12.60	30.29
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003209155.1_ASM320915v1_genomic_prodigal_proteins	2305	678	52.76	11.66	29.41
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003211515.1_ASM321151v1_genomic_prodigal_proteins	2451	607	52.30	11.98	24.77
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210935.1_ASM321093v1_genomic_prodigal_proteins	1868	608	53.10	11.95	32.55
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210555.1_ASM321055v1_genomic_prodigal_proteins	1847	505	52.78	11.63	27.34
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000155595.1_ASM15559v1_genomic_prodigal_proteins	5270	1284	55.94	12.08	48.25
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001007665.1_ASM100766v1_genomic_prodigal_proteins	2356	842	53.04	11.46	35.74
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_900177825.1_IMG-taxon_2708742468_annotated_assembly_genomic_prodigal_proteins	3317	1233	56.48	12.39	46.34
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003526105.1_ASM352610v1_genomic_prodigal_proteins	1581	501	53.25	11.60	31.69
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000195975.1_ASM19597v1_genomic_prodigal_proteins	2719	912	53.02	11.95	34.27
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003209165.1_ASM320916v1_genomic_prodigal_proteins	2711	776	53.10	12.02	29.16
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002693285.1_ASM269328v1_genomic_prodigal_proteins	2440	791	52.58	11.75	32.42
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001631935.1_ASM163193v1_genomic_prodigal_proteins	3526	899	52.89	11.96	33.78
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002151525.1_ASM215152v1_genomic_prodigal_proteins	1628	680	53.20	11.82	41.77
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000153065.1_ASM15306v1_genomic_prodigal_proteins	2704	936	53.56	12.03	35.17
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001693295.1_ASM169329v1_genomic_prodigal_proteins	3183	1234	56.56	12.39	46.37
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003209005.1_ASM320900v1_genomic_prodigal_proteins	2548	755	52.22	11.86	29.63
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002017915.1_ASM201791v1_genomic_prodigal_proteins	623	243	55.50	12.01	39.00
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_900047545.1_m9_genomic_prodigal_proteins	1575	646	53.02	11.79	41.02
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_001632105.1_ASM163210v1_genomic_prodigal_proteins	3521	902	52.76	11.92	33.90
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_004212765.1_ASM421276v1_genomic_prodigal_proteins	1162	439	53.40	12.03	37.78
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002685515.1_ASM268551v1_genomic_prodigal_proteins	1286	482	51.96	11.51	37.48
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003209135.1_ASM320913v1_genomic_prodigal_proteins	1719	478	51.91	11.29	27.81
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210335.1_ASM321033v1_genomic_prodigal_proteins	942	169	52.10	12.47	17.94
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_000515235.1_ASM51523v1_genomic_prodigal_proteins	2873	918	52.98	11.97	34.50
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003523965.1_ASM352396v1_genomic_prodigal_proteins	1735	562	53.97	11.39	32.39
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_002684175.1_ASM268417v1_genomic_prodigal_proteins	1819	533	51.93	11.13	29.30
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_900473965.1_UW179A_genomic_prodigal_proteins	3383	903	52.95	12.07	33.93
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003209555.1_ASM320955v1_genomic_prodigal_proteins	908	219	52.42	12.45	24.12
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210495.1_ASM321049v1_genomic_prodigal_proteins	1134	282	52.21	12.36	24.87
GCA_002760445.1_ASM276044v1_genomic_prodigal_proteins	2661	GCA_003210475.1_ASM321047v1_genomic_prodigal_proteins	1514	467	52.26	11.31	30.85
